weather_code,temperature_2m_max,temperature_2m_mean,sunshine_duration,precipitation_sum,rain_sum,wind_speed_10m_max,label
63,27.8,24.4,28470.55,6.9,6.9,7.9,la nina
55,29,24.9,28537.22,3.6,3.6,7.6,la nina
61,28.6,24.3,26613.16,8.2,8.2,9.9,la nina
61,28.3,24.2,23445.67,6.3,6.3,6,la nina
63,29.5,24.5,29118.64,11.8,11.8,7.7,la nina
63,26.3,23.9,11084.37,12.8,12.8,7.9,la nina
53,29.4,25,33112.52,0.5,0.5,6.8,la nina
53,30.4,25.6,32647.62,1.3,1.3,7.1,la nina
55,30,25.5,29319.49,2.3,2.3,6.5,la nina
63,28.6,25.1,39420.92,6.9,6.9,11.4,la nina
61,30.1,25,29719.79,4.7,4.7,10.2,la nina
63,29.2,24.8,31530.3,6.5,6.5,10.2,la nina
2,30.2,25.4,41444.19,0,0,7.2,la nina
2,30.2,25.4,41451.46,0,0,6.3,la nina
53,29.6,25.5,36383.58,2.4,2.4,8.3,la nina
51,29.2,25.6,33249.96,1.1,1.1,7.9,la nina
61,29.7,25.1,40769.34,3,3,7.9,la nina
53,30.1,25.5,40181.88,1.2,1.2,10,la nina
61,30.4,25.6,41163.08,1.9,1.9,6.1,la nina
65,27.4,24.2,24967.23,30.1,30.1,6,la nina
63,29.1,24.6,19379.38,14,14,6.8,la nina
61,26.9,24.5,25296.15,8.7,8.7,5,la nina
63,30,25.1,35819.77,3.8,3.8,7.8,la nina
51,29.6,25.5,41517.11,2.2,2.2,6.9,la nina
53,29.8,25.7,41297.64,1.7,1.7,9.5,la nina
51,29.1,25.6,36571.46,1.1,1.1,11.3,la nina
51,29.2,25.1,39709.56,1.6,1.6,10.7,la nina
63,27,24.1,29312.7,14.7,14.7,10.7,la nina
63,29.4,24.8,30325.47,12.2,12.2,9.3,la nina
63,28,24.8,29048.52,7.6,7.6,6.3,la nina
63,27.6,24.4,32533.79,12.7,12.7,7,la nina
63,27.5,24,17882.59,10.6,10.6,5.1,la nina
63,26.6,23.8,25880.12,23.9,23.9,4.8,la nina
55,27.5,24.2,24935.42,2.9,2.9,9.8,la nina
63,28.3,24.1,29897,13.2,13.2,8.9,la nina
61,29.4,25,35014.5,7.5,7.5,6.1,la nina
61,29.3,25,29995.86,10.8,10.8,8.9,la nina
51,30.6,25.6,32745.8,2.3,2.3,8.6,la nina
61,28.7,24.8,27732.68,11.7,11.7,8.7,la nina
63,28.6,24.1,25339.14,12.6,12.6,7.4,la nina
63,25.8,23.5,4756.4,12.8,12.8,6.3,la nina
51,29.4,24.9,35621.82,0.5,0.5,6.9,la nina
55,28.8,24.8,21267.85,3.5,3.5,5.9,la nina
63,28.1,24.7,23731.9,17.1,17.1,8.7,la nina
61,27.9,24.3,19185.5,9.4,9.4,7.9,la nina
55,27.6,24.3,28370.1,5.5,5.5,6.9,la nina
63,28.3,24.2,22021.67,10.1,10.1,7.9,la nina
51,28.9,24.6,28454.54,2.1,2.1,10.5,la nina
61,28.5,24.3,37933.62,6.4,6.4,12.8,la nina
53,25.8,23.7,23865.73,5,5,11.8,la nina
55,27.7,24.4,27040.69,3.5,3.5,10,la nina
61,27.9,24,24800.51,5,5,9.2,la nina
63,27.8,24.4,15914.32,7.1,7.1,11.5,la nina
63,28.1,24.2,31512.71,14.6,14.6,12,la nina
53,27.5,24.3,31059.57,1.4,1.4,8,la nina
55,27.3,24,22764.49,9.4,9.4,9.4,la nina
63,25.1,23.3,14495.47,16.5,16.5,9.2,la nina
63,25.7,23.1,6018.83,10,10,11.8,la nina
61,25.5,23.3,22109.23,5.6,5.6,15.3,la nina
61,25.7,23.4,20883.16,4.8,4.8,11.6,la nina
63,23.9,22.3,13330.33,16.9,16.9,12.8,la nina
61,25.4,22.6,14902.67,7.9,7.9,10.9,la nina
63,27.3,23.1,28033.97,10.8,10.8,12.2,la nina
3,26.6,23.8,25237.1,0,0,12,la nina
61,27.3,24,39531.63,7,7,10.5,la nina
61,28.1,23.5,25699,10.5,10.5,8.9,la nina
63,27.6,23.3,19383.3,8.1,8.1,9.2,la nina
63,29,23.9,29409.95,6.6,6.6,9.9,la nina
51,29,24.7,36842.55,0.8,0.8,8.8,la nina
63,27.9,23.7,23074.62,10.8,10.8,6.4,la nina
63,28.6,23.7,17915.11,8.3,8.3,9.2,la nina
61,27.1,23.6,12822.85,4.1,4.1,5.9,la nina
51,27.7,24.2,35152.18,1.6,1.6,12.1,la nina
61,26.8,23.6,27231.06,5.6,5.6,14.2,la nina
53,25.7,23.4,17563.69,4.6,4.6,14.1,la nina
63,26.9,23.7,20664.57,7.6,7.6,14.5,la nina
63,26.2,23.1,25384.36,9.2,9.2,13.3,la nina
55,26.4,23.7,37852.3,2.6,2.6,10.9,la nina
63,26.1,23.6,21791.93,9,9,9.3,la nina
53,28.2,24.2,35201.84,1,1,8.7,la nina
61,26.9,23.9,36572.61,11.4,11.4,9.9,la nina
61,27.6,23.9,23752.56,5.6,5.6,7.6,la nina
63,28.5,24,33054.94,9.3,9.3,7.6,la nina
63,28.5,24.3,37813.24,8.9,8.9,7.6,la nina
61,27.4,23.7,27493.43,8.6,8.6,8.8,la nina
63,29,24.1,31614.63,8.3,8.3,9.2,la nina
63,27.8,23.8,20371.84,16.7,16.7,5.2,la nina
51,28.4,24.5,27896.89,1.2,1.2,7,la nina
61,29.4,24.6,31113.12,3.7,3.7,5.7,la nina
55,30.4,25.3,39430.43,1.6,1.6,5.6,la nina
63,30.1,25.2,34020.14,11.8,11.8,7.1,la nina
63,27.8,24.4,33602.95,16.7,16.7,5.2,la nina
65,27.3,24.1,23048.62,30,30,4.8,la nina
63,28.7,24.2,35152.16,17.6,17.6,6.1,la nina
63,27.6,24.1,11547.65,15.4,15.4,7.2,la nina
63,27.1,23.6,21691.71,16.6,16.6,5.1,la nina
63,28.4,24.1,30550.3,9.3,9.3,7.3,la nina
63,27.4,24.1,24237.79,16.5,16.5,5.8,la nina
65,26.7,24.1,38334.23,20.3,20.3,8.6,la nina
63,28.3,23.9,27687.08,33.2,33.2,5.4,la nina
63,28.8,24.1,25837.92,12.5,12.5,5.7,la nina
51,28.2,24.6,29513.78,1.2,1.2,6.6,la nina
63,28.8,24.7,34266.6,12.5,12.5,9,la nina
63,29.1,24.4,23349.09,21.2,21.2,9,la nina
63,28.4,24.3,29099.3,6.6,6.6,8.4,la nina
63,28.1,24.5,23497.35,11.5,11.5,7.1,la nina
61,27.5,24,23638.11,7.7,7.7,12,la nina
51,28.2,24.4,19330.05,0.3,0.3,11.5,la nina
53,28.7,25.2,36820.18,2,2,13.3,la nina
53,29.3,25.1,36101.14,1.5,1.5,11,la nina
61,28.6,24.1,21523.51,5.4,5.4,10.8,la nina
61,23.8,22.6,0,7.9,7.9,8.7,la nina
61,24.8,23,0,13.9,13.9,9,la nina
61,27.9,23.9,33960.37,3.5,3.5,11.9,la nina
61,28.1,24.1,31881.26,5.1,5.1,11.6,la nina
63,28,23.8,19393.06,13.5,13.5,8.8,la nina
61,28.1,23.9,26377.53,6.9,6.9,10.1,la nina
55,29.2,24.9,34273.42,3.2,3.2,9.7,la nina
63,28.6,24.3,23727.08,11.8,11.8,9.1,la nina
61,28.6,24.6,33348.43,4.6,4.6,7.6,la nina
63,29.1,24.7,30952.44,5.3,5.3,7,la nina
63,28.6,24.8,30754.46,7.1,7.1,9.2,la nina
63,27.9,23.7,25261.98,16,16,9.6,la nina
61,28.1,23.7,18477.17,6.7,6.7,9.1,la nina
53,27.7,24.1,25773.37,2.4,2.4,10.5,la nina
51,26.7,23.8,11122.96,0.2,0.2,8.6,la nina
51,29.5,24.6,38888.6,1,1,7.9,la nina
63,26.1,23,10828.38,32,32,8.9,la nina
61,24.3,22.6,0,18.7,18.7,6.6,la nina
63,29.2,24.1,36000,13.4,13.4,6.1,la nina
63,27.6,23.1,17158.04,9.4,9.4,8.2,la nina
63,28.6,23.9,33449.43,17.8,17.8,8.1,la nina
61,26.4,22.9,8423.41,22,22,10.4,la nina
61,26.2,23.5,12276.22,9.3,9.3,10.8,la nina
53,26.6,23.7,11401.89,7.3,7.3,9.5,la nina
61,27.8,24,24380.48,9.9,9.9,9.2,la nina
53,27.6,24.2,17131.41,5.1,5.1,6.5,la nina
63,28.4,24.1,25687.85,13.6,13.6,8.4,la nina
61,28.4,24.4,22406.88,11.9,11.9,4.8,la nina
61,27.2,24.1,32939.46,5.1,5.1,6.2,la nina
63,28.4,23.9,20589.31,13.1,13.1,14.4,la nina
61,26.1,23.4,21335.68,7.2,7.2,11.3,la nina
63,27,23.5,17537.4,6.4,6.4,9,la nina
61,26.9,23.3,14385.59,10,10,7.8,la nina
61,24.6,22.8,2124.84,18.3,18.3,7.3,la nina
61,24,22.8,804.01,21,21,5.5,la nina
55,23.8,22.4,3105.41,8.7,8.7,7.1,la nina
53,25,23.1,23255.08,7.9,7.9,10.2,la nina
61,25.1,22.4,8581.22,20,20,9.4,la nina
53,27.6,23.8,31372.03,4,4,12.6,la nina
61,28.4,24.2,30184.78,6.6,6.6,12.2,la nina
53,27.4,23.6,23496.24,3.1,3.1,7.2,la nina
61,27.7,24,18436.87,4.1,4.1,8.4,la nina
53,27.8,24.5,26400.2,1.5,1.5,9.7,la nina
61,28.7,24.8,36562.58,3.8,3.8,14.8,la nina
51,29,25.2,39726.44,0.3,0.3,13.2,la nina
53,29.6,25.7,39149.92,2.8,2.8,9.6,la nina
53,28.1,24.5,23962.71,1.8,1.8,6.4,la nina
61,27.7,24.1,39600,5.3,5.3,9.4,la nina
63,27.4,24.3,39324.66,5.8,5.8,7.1,la nina
63,29.1,24.3,35271.27,5.2,5.2,8.4,la nina
53,28.4,24.6,33863.46,1.3,1.3,8.3,la nina
63,28.7,24.3,27429.3,3.5,3.5,8.7,la nina
55,27.8,24,29554.87,3.6,3.6,8.7,la nina
55,27.8,24.2,20417.14,1.8,1.8,6.6,la nina
53,27.8,24.2,10349.63,3.3,3.3,5.6,la nina
61,30.2,25.1,39281.82,4.6,4.6,5.5,la nina
63,29.8,25.4,40028.55,14.6,14.6,5.9,la nina
63,29.4,24.5,38958.99,15.9,15.9,6.5,la nina
63,29.4,24.7,35838.56,10.1,10.1,7.4,la nina
63,27.6,24.1,35659.48,19.5,19.5,6.6,la nina
63,28.7,23.8,31777.8,16.6,16.6,5.4,la nina
63,28.5,23.8,23171.87,10,10,6.9,la nina
63,27,23.6,29096.75,9.5,9.5,5.7,la nina
55,29.9,26.1,38494.8,2.5,2.5,7.1,la nina
51,30.2,26.7,38954.23,0.7,0.7,9.4,la nina
51,29.7,26.7,38355.77,0.6,0.6,10.3,la nina
53,30.4,27.1,38829.62,1.4,1.4,10.4,la nina
51,30.6,26.7,38433.42,0.2,0.2,7.4,la nina
63,29.4,26.1,37310.68,6.9,6.9,10.1,la nina
63,30,26.1,35575.01,8.6,8.6,12.4,la nina
63,29.9,26.3,30368.65,4.8,4.8,10.1,la nina
53,29.4,26.3,37397.84,1.8,1.8,14,la nina
61,30.4,26.2,37265.81,2.7,2.7,14.3,la nina
61,29.7,26.5,38823.48,3.3,3.3,11.4,la nina
53,30.4,27,37992.2,1.2,1.2,10.6,la nina
61,30.3,27,37598.26,3.5,3.5,11.2,la nina
51,30.4,26.6,36918.45,0.7,0.7,10.7,la nina
63,29.8,26.4,38570.62,4.6,4.6,9.7,la nina
63,28.7,25.8,34054.42,7.8,7.8,7.5,la nina
63,29.8,26,36000,7.4,7.4,7.7,la nina
63,29.4,25.9,33727.36,25.1,25.1,8.7,la nina
63,28,25.7,15349.57,39.7,39.7,9.2,la nina
55,28.7,25.6,16115.44,3,3,8.1,la nina
61,29.6,25.6,30059.49,5.9,5.9,8.9,la nina
63,29.5,25.5,35815.38,23.2,23.2,8.5,la nina
63,29.1,25.3,37035.03,22.6,22.6,6.4,la nina
51,29.5,26,37684.32,1,1,10,la nina
51,29.2,26.2,38528.43,0.5,0.5,9.9,la nina
1,29.7,26.1,39047.94,0,0,13.7,la nina
63,29,25.7,34025.07,7.4,7.4,14.6,la nina
61,28.6,25.4,33419.63,3.9,3.9,11.2,la nina
63,26.8,24.7,31302.41,12.5,12.5,14,la nina
3,29.8,26,37447.83,0,0,14,la nina
3,28.9,26.3,26649.51,0,0,9.7,la nina
63,27.6,25.1,21209.04,6.1,6.1,10.2,la nina
51,28.9,25.8,20524.46,1,1,10.3,la nina
63,28.9,25.5,32647.38,11.7,11.7,9.7,la nina
63,28.1,24.8,31585.33,26.7,26.7,9.4,la nina
63,28.2,25,23354.07,14.5,14.5,10.8,la nina
53,28.6,25.6,34452.87,3,3,10.6,la nina
63,28.7,25.3,37771.82,8.3,8.3,9.1,la nina
3,29.5,25.9,39139.95,0,0,10.2,la nina
61,29.6,26.2,38946.18,2.1,2.1,9.7,la nina
63,28.7,25.4,37294.34,6.8,6.8,14,la nina
55,29.4,25.7,37355.74,2.3,2.3,13,la nina
2,28.6,25.7,32196.51,0,0,13.1,la nina
53,29.6,26,37057.59,1.2,1.2,8.5,la nina
61,29.8,25.4,37143.5,8,8,6.3,la nina
51,29.4,26,39016.49,0.2,0.2,14,la nina
53,28.9,26.1,38649.26,1.4,1.4,14.3,la nina
3,29.1,25.6,39140.57,0,0,12.2,la nina
63,29.1,25.1,37982.05,17.6,17.6,8.5,la nina
61,28.7,25.1,38063.84,4,4,12,la nina
55,28.7,25.2,26431.18,4.2,4.2,6.7,la nina
61,29.3,25.3,37104.57,1.6,1.6,10.2,la nina
53,29.5,25.9,39482.02,1.4,1.4,13.1,la nina
61,28.8,25.4,39298.93,3.3,3.3,7.7,la nina
51,29.3,25.6,33729.55,0.9,0.9,10.3,la nina
51,29,25.7,39360.3,2,2,10.1,la nina
3,29.1,25.7,39581.66,0,0,11.2,la nina
2,29.2,25.8,39830.73,0,0,10.2,la nina
51,29.1,25.6,38765.7,0.4,0.4,8,la nina
1,29.3,25.1,40060.49,0,0,12.5,la nina
2,30.2,25.8,39714.27,0,0,8.9,la nina
1,30,26.1,39122.97,0,0,10.2,la nina
63,28.1,25.1,35715.36,11.7,11.7,12.6,la nina
55,29.4,25.6,39035.04,3,3,9.5,la nina
2,29.5,26.1,38271.79,0,0,10,la nina
1,29.9,26.1,39751.58,0,0,7.6,la nina
51,29.5,25.8,39127.8,0.9,0.9,11.7,la nina
51,29.3,26.1,37909.97,0.2,0.2,13.5,la nina
61,29.1,26,37794.95,2.7,2.7,8.2,la nina
51,29.8,26,39704,0.4,0.4,14,la nina
51,29.8,26.8,39844.37,0.5,0.5,10.9,la nina
51,30.1,26.3,39714.95,0.4,0.4,7.8,la nina
1,30.6,26.2,40299.2,0,0,10.1,la nina
51,30,26.2,40249,0.4,0.4,6.9,la nina
51,30.3,26.4,39795.08,0.5,0.5,5.9,la nina
51,30.6,26.4,40167.29,0.1,0.1,9.4,la nina
1,30.2,26.8,40377.37,0,0,9.4,la nina
2,30.6,26.7,40397.46,0,0,12.7,la nina
3,30.6,27.1,39875,0,0,11.1,la nina
51,30.6,27.1,40130.91,0.3,0.3,12.2,la nina
3,30.8,27,40458.8,0,0,12.6,la nina
3,30.8,27.1,40262.16,0,0,10.1,la nina
3,30.7,27,40500.38,0,0,12,la nina
1,31.2,27.2,39988.79,0,0,9.5,la nina
1,31.9,27.5,40542.35,0,0,12.1,la nina
53,31.7,26.9,39806.01,2,2,11.3,la nina
2,31,27.1,40504.93,0,0,12,la nina
1,31.2,27,39280.89,0,0,11.8,la nina
2,32.1,26.6,40573.21,0,0,15,la nina
2,32.2,27,40483.11,0,0,18.2,la nina
53,31,27,39592.61,1.5,1.5,10.7,la nina
51,32.4,27.8,37740.23,0.1,0.1,13.3,la nina
51,31.4,27.6,40470.66,0.7,0.7,9.6,la nina
53,30.8,27.5,40129.57,0.9,0.9,9.6,la nina
63,31.3,27.4,39363.3,5.9,5.9,12.8,la nina
53,30.3,26.6,38370.88,4.4,4.4,8.9,la nina
53,29.9,26.9,39555.26,2.1,2.1,8.4,la nina
61,31.1,26.7,40577.08,5.6,5.6,8.7,la nina
61,30.2,26.3,39373.45,5.1,5.1,12.7,la nina
63,30.8,26.5,40186.72,13.3,13.3,10.1,la nina
51,31.1,27,37187.73,0.4,0.4,15.8,la nina
2,31.1,26.8,39150.88,0,0,11,la nina
2,31.1,27.1,39835.46,0,0,10.5,la nina
2,31.4,27.6,39125.54,0,0,6.5,la nina
1,32.4,27.7,40964.68,0,0,18.4,la nina
1,32.2,27,40985.91,0,0,18.8,la nina
2,32.2,27.4,40835.2,0,0,16.2,la nina
2,32.5,27.7,41028.18,0,0,17.1,la nina
2,32,27.7,40460.47,0,0,16.4,la nina
2,32.2,27.6,41070.15,0,0,12.3,la nina
2,32.5,28.1,40520.46,0,0,10.5,la nina
51,32.7,28.1,40442.97,0.1,0.1,11.1,la nina
51,32.5,28,40472.46,0.4,0.4,15.1,la nina
53,31.2,27.2,35724.59,2.2,2.2,14.6,la nina
51,32.4,27.9,40142.11,0.2,0.2,9,la nina
63,29.4,26.4,39503.29,15.7,15.7,13.7,la nina
63,30.1,26.1,39641.55,14.6,14.6,13.7,la nina
63,30.1,26.2,40198.72,15.7,15.7,11.5,la nina
63,30.3,26.4,39299.57,7.8,7.8,11.4,la nina
63,30.4,26.2,40026.27,22.1,22.1,12.7,la nina
61,29.2,26.1,36427.19,12,12,10.1,la nina
61,29.7,26.1,40235.02,2.4,2.4,10.9,la nina
2,30.8,27.1,40235.22,0,0,7.9,la nina
2,30.6,27.3,40749.23,0,0,9.2,la nina
61,31.2,26.9,39621.07,2.6,2.6,8.3,la nina
63,30.4,26.5,34963.12,4.5,4.5,10.1,la nina
51,31.1,26.7,40846.8,1.3,1.3,12.3,la nina
55,31,26.6,40033.26,1.5,1.5,7.8,la nina
53,30.3,26.5,40843.8,2.7,2.7,11.4,la nina
53,30.4,26.5,40236.71,3.6,3.6,9.4,la nina
61,30.6,26.5,37303.96,5.6,5.6,10.5,la nina
61,29.1,25.9,23928.26,3.8,3.8,8.5,la nina
51,31.4,26.7,40237.52,0.3,0.3,12.2,la nina
53,31.1,26.9,40638.48,0.8,0.8,15.9,la nina
61,30.3,26.8,40238.2,3.4,3.4,12.5,la nina
53,29.8,26.7,40038.82,1.1,1.1,8.7,la nina
53,31.6,27.3,40139.2,1.1,1.1,11.9,la nina
61,30.9,26.9,39940.48,4.8,4.8,12.2,la nina
55,31.4,27.3,38573.21,3.1,3.1,13.5,la nina
53,31.4,27.3,40240.27,1.5,1.5,12.5,la nina
51,31.4,27.4,39644.53,0.7,0.7,10.9,la nina
61,31,26.9,39600,4.6,4.6,11.8,la nina
61,29.9,26.3,38335.48,5.2,5.2,9.4,la nina
53,28.6,25.8,22325.17,5,5,7.6,la nina
61,29.3,25.7,30990.99,10.7,10.7,9.3,la nina
63,27.7,25.3,13469.62,13.8,13.8,13.9,la nina
63,28.2,25.4,23259.54,26.6,26.6,9.1,la nina
61,27,25.2,21160.11,15.6,15.6,13.3,la nina
61,27.9,25.6,33471.01,9.2,9.2,9.7,la nina
63,29.9,25.8,34615.17,10.4,10.4,11.3,la nina
61,30,26.4,40247.92,7.9,7.9,9.6,la nina
61,30.5,26.6,40048.57,3.5,3.5,8.9,la nina
63,30,26.4,39647.48,5.7,5.7,10.3,la nina
51,30.3,26.7,40854.91,0.8,0.8,8.2,la nina
53,30.9,27,40756.82,0.9,0.9,7.6,la nina
55,30.5,27.1,40050.42,2.4,2.4,10.1,la nina
61,28.6,26.2,33251.57,4.3,4.3,11.2,la nina
63,30.2,26.4,38833.29,11.5,11.5,9.9,la nina
55,29.1,26.2,39744.16,5.3,5.3,10.1,la nina
61,28.9,26.3,40051.88,7.1,7.1,12.4,la nina
65,28.8,25.5,27932.02,28.8,28.8,9.5,la nina
51,30.3,26.9,40467.78,0.6,0.6,10.5,la nina
63,30,26.4,32400,34.4,34.4,9.4,la nina
63,28.5,25.5,24194.78,26.2,26.2,11.5,la nina
63,28.6,25.6,23386.55,16.6,16.6,7.4,la nina
55,29.9,26.2,37915.96,4.8,4.8,8.4,la nina
63,28.8,25.6,31076.05,10.6,10.6,12.3,la nina
61,28.5,25.9,31656.32,7.1,7.1,12.6,la nina
61,30,25.9,26986.38,15.3,15.3,14.4,la nina
55,29.1,25.9,14270.61,6.7,6.7,12.4,la nina
61,27.2,25.2,4359.58,16,16,13.7,la nina
55,28.7,25.6,20006.06,7.4,7.4,16.4,la nina
63,27.9,25.1,10924.33,24.2,24.2,17.4,la nina
61,26.7,24.8,0,15.2,15.2,15,la nina
63,27.4,25.1,16650.22,25.7,25.7,10.1,la nina
63,28.5,25.5,13862.18,11.7,11.7,12.2,la nina
63,27.9,25.3,12896.07,18.7,18.7,8.9,la nina
63,29.6,26.1,36902.66,8.8,8.8,18.4,la nina
61,27.3,25.1,4139.52,11.3,11.3,16.3,la nina
63,29.1,25.7,29646.04,5.4,5.4,14.7,la nina
61,26.7,25,25845.09,9.1,9.1,17.6,la nina
61,27,25,16536.54,10.5,10.5,17.2,la nina
63,27.9,25.4,32817.22,17.2,17.2,19.5,la nina
63,27,25.1,18944.97,17.2,17.2,11.7,la nina
55,28.6,25.6,33099,2.8,2.8,20.7,la nina
61,28.6,25.4,28208.65,8.4,8.4,17.9,la nina
53,28.6,25.6,25200,3.3,3.3,24.3,la nina
55,28,25.7,30357.96,4.4,4.4,24.8,la nina
53,28.1,25.5,34674.02,2.9,2.9,20.9,la nina
63,27.5,25.2,27222.21,5.7,5.7,18.3,la nina
61,27.8,24.9,35385.45,3.8,3.8,19.2,la nina
65,26.6,24.7,1599.51,54.7,54.7,17.3,la nina
61,28,25.3,34384.36,7.3,7.3,15.5,la nina
53,28.4,25.6,35194.12,5.7,5.7,15,la nina
61,28.2,25.2,30801.4,10.8,10.8,16.5,la nina
61,26.6,24.5,442.53,11.3,11.3,14.1,la nina
63,27.6,24.7,31158.64,13.4,13.4,11.2,la nina
63,27.7,24.9,27867.3,11.1,11.1,14.6,la nina
53,29.7,26.1,40900.87,0.7,0.7,12,la nina
51,29.5,25.9,42057.14,0.8,0.8,13.5,la nina
53,30,26,38010.36,0.9,0.9,14.8,la nina
2,30.2,26.3,40631.17,0,0,14.5,la nina
51,29.9,26.1,38806.61,0.3,0.3,17,la nina
53,28.8,25.9,31655.82,0.9,0.9,18.6,la nina
51,29.4,26.1,42212.34,0.6,0.6,18.4,la nina
51,28.7,26,41034.61,0.4,0.4,16.3,la nina
53,28.6,25.7,36138.39,2.7,2.7,22.1,la nina
53,28.3,25.8,36677.75,2.4,2.4,11.9,la nina
51,28.6,25.8,37636.61,1,1,19.2,la nina
51,30,26.4,37130.9,0.2,0.2,14.2,la nina
63,29.8,26.2,38176.89,6.8,6.8,13.4,la nina
63,30,26.3,33874.77,5.7,5.7,11.7,la nina
61,28.2,25.5,40174.36,11,11,14,la nina
63,27.2,24.6,9127.61,27.6,27.6,12.6,la nina
63,27,24.5,27279.5,21.7,21.7,16.2,la nina
63,26.5,24.3,9214.01,25.7,25.7,11.2,la nina
61,26,24,11069.08,21.8,21.8,13.8,la nina
63,27,24.5,35201.93,17.8,17.8,16.6,la nina
63,26.8,24.3,35311.34,27.9,27.9,16.9,la nina
53,27.1,24.7,24743.8,7.2,7.2,9.2,la nina
55,27,24.8,34251.2,14.4,14.4,9.5,la nina
53,26,24.4,3044.39,8.6,8.6,8.4,la nina
63,28.9,25.5,39088.27,16.1,16.1,12.2,la nina
51,30.3,26.1,42256.82,0.7,0.7,14.2,la nina
55,30,25.7,42249.76,3,3,14.1,la nina
55,27.9,25,41652.09,5.2,5.2,11.1,la nina
53,28,25,36623.95,7,7,12.1,la nina
63,28.9,25.5,40238.78,10.5,10.5,13.2,la nina
63,27.5,25.1,37007.84,18.2,18.2,14.1,la nina
61,27.4,24.9,34674.77,11.9,11.9,12.1,la nina
61,28,25.3,37826.2,13.3,13.3,12.9,la nina
61,27.1,24.9,13968.6,12.9,12.9,8.6,la nina
63,26.8,24.7,14633.48,18.4,18.4,17.4,la nina
63,28.1,25,29817.93,11.3,11.3,15,la nina
63,27.3,24.7,25959.78,11.8,11.8,13.8,la nina
61,27.6,24.6,27781.19,13.7,13.7,14.3,la nina
61,28.4,25.3,39581.96,6.7,6.7,15.3,la nina
61,27.9,25.2,30953.04,7.9,7.9,9.2,la nina
63,28.2,25.4,29268.86,13.4,13.4,14.6,la nina
53,27.7,24.9,18474.46,3,3,18.8,la nina
51,27.8,25.4,14757.93,2,2,16.2,la nina
55,27.9,25.2,23972.25,4.5,4.5,16.1,la nina
55,28,25.4,27327.25,5.3,5.3,17.3,la nina
53,27.9,25.3,29125.21,1.9,1.9,15.7,la nina
63,27.8,24.9,27636.12,14.7,14.7,12.4,la nina
63,29.1,25.4,34788.68,10.3,10.3,17.5,la nina
55,28.7,25.7,37748.45,2.3,2.3,19.6,la nina
63,28.8,25.7,39775.34,9.2,9.2,15.9,la nina
61,28.2,25.2,40882.49,10,10,13.8,la nina
51,28.5,25.8,38230.49,2,2,15.8,la nina
61,27.7,25.4,22278.46,10.5,10.5,14.6,la nina
61,27.3,24.9,30741.6,9.1,9.1,13.3,la nina
53,27,24.9,6429.82,11.1,11.1,12.4,la nina
61,28.3,25.5,39404.72,5.9,5.9,15.3,la nina
63,27,24.2,10267.92,22.7,22.7,10.1,la nina
61,27.6,25.3,32267.93,9.1,9.1,15.5,la nina
63,28.4,25.3,33582.09,10.7,10.7,15.9,la nina
53,27.6,25.2,31866.5,2.6,2.6,13,la nina
63,29.4,25.8,31048.8,4.9,4.9,16.9,la nina
61,29,26,41450.27,3.8,3.8,15.3,la nina
63,27.9,25.4,38503.03,26.4,26.4,16.2,la nina
63,28.5,25.5,35692.12,14.2,14.2,10.7,la nina
61,28.9,25.5,24082.5,14.6,14.6,12.3,la nina
61,28.5,25.7,36373.94,10.2,10.2,14.8,la nina
61,28.3,25,28412.5,13.5,13.5,14.5,la nina
61,27.8,24.8,29930.03,13.7,13.7,11.4,la nina
61,26.8,24.4,14386.54,16.5,16.5,8.3,la nina
55,28.5,25.1,40069.26,7.5,7.5,11.7,la nina
61,28.3,25.4,39621.72,10.9,10.9,15.3,la nina
63,27,24.3,9592.32,20.2,20.2,14.6,la nina
61,27.5,24.9,26853.77,12.2,12.2,15.6,la nina
63,27.9,24.6,27012.97,15.7,15.7,16.3,la nina
61,27.8,24.7,41596.9,10.5,10.5,16.4,la nina
61,28.1,25.1,41198.59,12,12,14.5,la nina
55,28.9,25.9,37417.75,3.1,3.1,16.3,la nina
63,25.4,21.1,27938.83,5.9,5.9,5.4,la nina
61,25.9,21.5,38580.11,2.4,2.4,5.1,la nina
2,26.2,21.8,38691.07,0,0,5.2,la nina
51,26.3,22.4,38757.52,0.9,0.9,6.1,la nina
51,26.3,22.5,38576.3,0.1,0.1,4.1,la nina
61,25.6,21.3,35566.19,3.7,3.7,7.9,la nina
63,26.3,21.7,32971.04,6.8,6.8,7.3,la nina
61,25.3,21.8,29552.29,3.5,3.5,5.6,la nina
51,25.7,22,36242.82,0.4,0.4,8.9,la nina
51,26,22.2,38579.02,1.2,1.2,8.4,la nina
53,26,22,34028.23,1.7,1.7,6.5,la nina
63,27.2,22.2,38425.78,10,10,5.9,la nina
55,26.3,22.5,37599.81,3,3,4,la nina
51,26.7,22.6,38432.5,1.3,1.3,4.6,la nina
63,25.5,21.7,33489.34,21.2,21.2,4.7,la nina
63,24.8,21.1,23970.62,18.9,18.9,6.9,la nina
63,25.6,21.6,20231.25,18.7,18.7,6.2,la nina
63,25.3,21.5,27542.7,28,28,5.5,la nina
63,23.1,21,5309.61,73.6,73.6,5,la nina
61,25,21.3,17886.04,10.9,10.9,4.7,la nina
63,25.5,21.2,33705.16,23.8,23.8,4.2,la nina
63,26.3,21.4,33169.47,20.2,20.2,5.2,la nina
