weather_code,temperature_2m_max,temperature_2m_mean,sunshine_duration,precipitation_sum,rain_sum,wind_speed_10m_max,label
61,30.3,25.9,39600,3.9,3.9,9.2,la nina
61,30.6,26,34729.57,4.8,4.8,8,la nina
63,30.6,25.9,31617.39,8,8,7.7,la nina
61,30,25.7,31281.94,4.7,4.7,8.7,la nina
51,31.3,26.9,39600,1,1,10.3,la nina
63,31.7,27.2,39600,9.9,9.9,11.1,la nina
53,30.2,26.5,34688.18,2,2,7.4,la nina
63,31.2,26.7,39600,6.4,6.4,6.5,la nina
63,29.7,25.7,25116.73,7.2,7.2,6.9,la nina
61,28.8,25.5,36528.88,3.6,3.6,6.2,la nina
61,29.2,25.7,39600,5.9,5.9,6.2,la nina
63,29.1,25.2,38992.18,15.9,15.9,6.9,la nina
63,28.7,25.1,29595.04,13.2,13.2,8.9,la nina
55,28.4,25.4,35466.63,7.3,7.3,5.5,la nina
63,29.8,25,24610.88,36.8,36.8,7.4,la nina
63,28.6,25,23084.15,12.1,12.1,6.7,la nina
63,30,25.7,30508.02,5.8,5.8,6.5,la nina
61,30.8,26,39196.45,4.3,4.3,8.1,la nina
53,30.3,26.4,31676.17,0.6,0.6,9.7,la nina
55,31.6,27.1,39600,1.8,1.8,9.5,la nina
63,29.4,25.3,33248.49,18,18,6.8,la nina
63,30.7,26.3,35123.67,5.5,5.5,6.8,la nina
61,30.9,26.2,35545.11,6.7,6.7,7.4,la nina
61,30.3,25.5,39600,6.8,6.8,7.7,la nina
61,28.9,25.3,29401.55,10.2,10.2,6.1,la nina
51,30.9,26.4,36283.98,1.7,1.7,9.7,la nina
51,31.3,27.2,39600,0.2,0.2,9.6,la nina
63,29.8,26.4,34461.91,5.9,5.9,9.4,la nina
63,30,25.9,29673.39,6.3,6.3,6.6,la nina
61,26.3,24.2,7328.45,21.3,21.3,8.1,la nina
63,25.7,24.3,930.79,18.4,18.4,7.2,la nina
51,29.5,25.7,30767.66,0.8,0.8,7.6,la nina
61,30.2,26.1,32913.73,8.3,8.3,9.5,la nina
61,29.2,24.6,10011.46,11.8,11.8,7.6,la nina
61,29.7,25.6,30376.65,7.5,7.5,6.1,la nina
3,29.5,26.1,11786.95,0,0,8.7,la nina
61,29.5,25.7,34801.41,11,11,8,la nina
61,30.2,25.9,30912.41,8.7,8.7,7.3,la nina
61,29.5,25.8,28661.01,4.4,4.4,6.1,la nina
63,31,26.1,37592.43,21.9,21.9,8.7,la nina
61,29.4,25,30121.77,17.5,17.5,10.5,la nina
61,30.5,25.6,34680.89,10,10,5.8,la nina
61,30.9,26.5,39759.67,6.4,6.4,8,la nina
61,30.6,26,32491.23,8.3,8.3,7.6,la nina
63,31.9,27.2,39658.7,6.9,6.9,9.2,la nina
63,30.2,26.4,32586.72,13.4,13.4,5.1,la nina
61,29.4,26,33229.28,6.9,6.9,6.1,la nina
61,30,25.8,29396.41,14.6,14.6,6.6,la nina
63,30.8,26,34360.71,16.1,16.1,6.4,la nina
55,28.3,25.4,14612.56,8.7,8.7,6.6,la nina
61,31.3,26.6,37017.39,1.9,1.9,11.4,la nina
63,29.5,25.7,15926.63,13.5,13.5,9.4,la nina
61,28.6,25,15918.09,17.6,17.6,6.4,la nina
55,30.5,25.9,31786.3,9.6,9.6,6.6,la nina
53,31.4,26.5,37322.59,4.4,4.4,6.8,la nina
63,32,26.5,32819.18,7.5,7.5,8.9,la nina
63,31.9,26.7,37551.84,10.6,10.6,9.9,la nina
61,32.6,26.9,38531.23,9.1,9.1,10.1,la nina
63,31.7,26.6,38439.57,16.7,16.7,8.9,la nina
53,31.5,27.2,37007.26,3,3,10.1,la nina
63,29.9,25.9,27094.13,26.3,26.3,8,la nina
63,26.5,24.4,0,42.8,42.8,13.1,la nina
65,27.7,24.3,12186.43,55.4,55.4,9.4,la nina
61,31.1,25.6,26114.47,7.9,7.9,11.5,la nina
53,30.8,26.1,35372.35,2.2,2.2,11.2,la nina
61,32.1,26.5,38068.29,9.3,9.3,9.2,la nina
55,31.4,27,39324.91,3.9,3.9,6,la nina
63,32.4,27.1,37312.8,26,26,9.1,la nina
63,29.3,26.1,25205.95,8.5,8.5,7.6,la nina
61,32.4,27.3,40116.18,6.1,6.1,9,la nina
63,31.6,26.5,36000,13.8,13.8,6.4,la nina
63,31.1,26,32173.23,14.2,14.2,6.7,la nina
61,28.9,25.3,15684.36,10,10,7.6,la nina
63,32.1,26.8,40310.09,12.7,12.7,8.7,la nina
63,29.9,25.7,34591.43,20.2,20.2,7.9,la nina
63,29.9,25.3,19097.32,21,21,7.9,la nina
63,30.8,26,37562.09,5,5,7.9,la nina
63,31.1,26.3,35981.16,12.8,12.8,5.9,la nina
65,30.3,26.1,36704.88,26.8,26.8,7.4,la nina
65,26.7,24.5,0,79.2,79.2,7.4,la nina
63,30.7,25.7,23308.55,7.1,7.1,8.9,la nina
55,30.2,25.8,31172.13,6.1,6.1,5.8,la nina
63,28.8,25.1,24402.29,22.8,22.8,8.7,la nina
63,30,25.6,22423.61,26,26,5.7,la nina
63,27.5,24.7,11281.79,27.4,27.4,7,la nina
61,30,25.7,33137.14,8.6,8.6,10.2,la nina
61,30.6,26,34043.65,3.4,3.4,7.6,la nina
55,30.3,26.1,29717.69,2.8,2.8,11.4,la nina
63,30.8,25.6,23888.2,14.8,14.8,6.9,la nina
63,29.5,25.6,16965.94,24.1,24.1,5.7,la nina
63,29.4,25.4,24706.64,20.7,20.7,9,la nina
61,30.9,26.5,33903.19,6.7,6.7,5.8,la nina
63,30.7,26,32679.1,29,29,9.2,la nina
65,29.3,25.6,24853.56,38.4,38.4,10.1,la nina
63,30.9,26.3,36409.66,24.5,24.5,7.2,la nina
61,25.9,24.4,3549.76,11,11,6.6,la nina
63,31.2,26.3,36512.75,12.1,12.1,5.1,la nina
63,30.5,25.8,37016.88,14.3,14.3,8.1,la nina
63,29.2,25.1,20280.65,22.1,22.1,6.7,la nina
61,29.9,25.5,39365.18,6.7,6.7,7.4,la nina
53,30.8,26.5,40107,1.3,1.3,7.2,la nina
63,30.1,26,37766.5,13.9,13.9,7.8,la nina
61,30.6,25.9,35359.52,7.9,7.9,6.5,la nina
61,29.8,25.3,30796.6,13,13,5.9,la nina
61,30.6,25.9,33681.74,4.4,4.4,6.7,la nina
61,29.9,26,39219.03,7.8,7.8,7.2,la nina
61,27.8,25.2,17561.87,6.6,6.6,8.1,la nina
61,30.4,26.1,37627.02,7,7,6.7,la nina
61,30.5,26.5,36061.2,3.4,3.4,9.9,la nina
63,28.5,25,17396.38,15.6,15.6,7.6,la nina
51,30.5,26.4,33029.46,0.3,0.3,8,la nina
61,30.5,25.7,28800,7.6,7.6,10.1,la nina
53,30.4,26.2,39516.63,4.4,4.4,5.8,la nina
63,30.9,26.4,40326.38,9.4,9.4,7.2,la nina
61,29.9,25.8,33230.6,12.1,12.1,5.9,la nina
63,29.4,25.3,34518.4,22.6,22.6,8,la nina
51,30.3,26.2,35406.84,1,1,7.8,la nina
63,30.7,26.6,37135.61,18.7,18.7,5.2,la nina
61,31,26.4,39528.92,6,6,7,la nina
51,28.5,25.6,16987.22,3,3,10.6,la nina
61,29.7,25.9,31993.98,6.9,6.9,10.7,la nina
53,28.4,25.3,18405.87,2.7,2.7,8.8,la nina
63,29.5,25.9,28577.2,11.6,11.6,10.4,la nina
63,30.2,25.4,29989.98,8,8,13.8,la nina
53,27.1,24.9,12192.23,1.8,1.8,12,la nina
53,29.2,25.3,30104.28,2.4,2.4,11.8,la nina
61,30.3,25.9,38343.21,5.4,5.4,9.5,la nina
53,30.8,26.4,37347.7,1.4,1.4,6,la nina
61,31.7,27.1,40175.41,7.2,7.2,8.7,la nina
61,32.1,27,34690.29,6.6,6.6,7.4,la nina
63,31.6,26.6,33419.88,8.4,8.4,7.9,la nina
63,30.2,25.4,30124.91,20.2,20.2,8.4,la nina
53,28.6,25.3,21918.41,4,4,12.5,la nina
55,30.8,26.5,38691.16,2.1,2.1,8.7,la nina
63,30.3,26.2,39792.27,11.6,11.6,8.6,la nina
55,30.3,26.2,25093.98,1.8,1.8,10.6,la nina
55,30.5,26.2,36000,2.9,2.9,8.4,la nina
63,27.9,25,21906.44,12.1,12.1,9.8,la nina
51,28,25.4,24823.02,1.4,1.4,10,la nina
63,30.3,26.3,39600,7.1,7.1,8.3,la nina
61,29.6,25.5,30563.3,3.5,3.5,9.9,la nina
61,30.9,25.9,32779.83,6.3,6.3,9.4,la nina
63,30.9,25.7,34818.49,11.7,11.7,11.4,la nina
55,29.2,25.7,37977.5,4.4,4.4,5.1,la nina
61,30.8,26.2,32283.07,8.4,8.4,8.4,la nina
51,28.4,25.8,9753.56,0.8,0.8,3.7,la nina
51,31.1,27.5,39600,0.5,0.5,10.1,la nina
61,29.9,26.5,24014.11,4.1,4.1,7.2,la nina
61,31.6,26.6,39869.79,8.1,8.1,6.8,la nina
61,30.7,26,25820.61,9.4,9.4,6.8,la nina
63,30.2,25.8,32533.15,14.5,14.5,5.8,la nina
55,29.2,25,16324.62,8.4,8.4,6.6,la nina
63,30.8,26.1,38901.27,12.7,12.7,6.6,la nina
61,30.6,25.8,39618.59,6.1,6.1,7.4,la nina
61,30.9,26.6,39600,5.7,5.7,7.6,la nina
63,30.6,26.1,37226.91,14.3,14.3,9.7,la nina
63,28.4,25.2,28538.23,18.2,18.2,9.3,la nina
63,30,25.4,37520.39,4.8,4.8,12.6,la nina
51,28.1,25.5,20957.3,0.9,0.9,15.7,la nina
55,29.4,25.8,24799.02,4.7,4.7,10.2,la nina
61,27.9,24.8,20627.88,14.7,14.7,9,la nina
53,30,26.1,39600,1.5,1.5,11.5,la nina
51,29.8,26.2,37695.8,0.3,0.3,14.1,la nina
55,30.2,26.3,27290.37,2.6,2.6,7.1,la nina
53,31,26.5,37919.34,1.3,1.3,8,la nina
63,30.1,26.2,29937.72,9.2,9.2,6.4,la nina
63,29.8,25.7,21879.83,9.1,9.1,5,la nina
61,29,25.1,20972.05,12.7,12.7,4.6,la nina
63,29.7,24.8,24753.28,9.4,9.4,6.4,la nina
55,28.2,25,4012.75,3.8,3.8,7.6,la nina
61,29.7,24.7,30873.94,12.7,12.7,7.1,la nina
61,30.3,25.3,29876.87,6.1,6.1,5.5,la nina
61,30.5,25.6,29315.01,6.7,6.7,5.2,la nina
61,31,26.3,39600,1.9,1.9,8.5,la nina
63,30.3,25.7,38022.77,28.3,28.3,6.8,la nina
65,26.4,24,15832.14,67.9,67.9,7.3,la nina
61,29.2,24.5,23521.31,7.4,7.4,9.9,la nina
53,29.8,25.7,37575.27,1.5,1.5,11.2,la nina
51,29.3,25.7,28790.39,0.1,0.1,8.7,la nina
61,31.5,26.6,39757.28,3.6,3.6,7.6,la nina
61,30.4,25.7,26124.28,11,11,6.6,la nina
61,28.3,24.9,30917.5,14.5,14.5,9.4,la nina
53,27.8,25,11744.8,2.2,2.2,9.4,la nina
51,30.9,26.8,36091.21,0.1,0.1,12.4,la nina
61,30.3,26.2,25105.34,8.8,8.8,6.1,la nina
61,30.7,26.1,35257.77,6.8,6.8,7.1,la nina
51,31.4,27.2,40449.15,0.1,0.1,7,la nina
61,31.3,27.1,39600,4.5,4.5,7.7,la nina
61,29.6,25.5,37997.35,15.9,15.9,5.5,la nina
63,30.3,25.9,36831.24,19,19,6.9,la nina
61,30.7,26.4,36301.84,7.9,7.9,8.2,la nina
63,31.5,26.8,40341.02,9,9,9.5,la nina
63,29.6,25,39918.77,11.3,11.3,8,la nina
61,27.3,24.3,4004.92,16,16,9.2,la nina
55,30.9,26.6,29822.62,2.4,2.4,6.6,la nina
63,30,25.8,23288.79,12.3,12.3,6.2,la nina
63,28.4,25.2,32111.01,17.7,17.7,8,la nina
63,28.7,24.9,27782.8,21.7,21.7,7.3,la nina
51,31.4,26.4,32699.1,0.1,0.1,6.8,la nina
3,31.8,27.2,40721.83,0,0,6.8,la nina
51,31.9,27.4,40718.55,0.1,0.1,8.2,la nina
61,30.1,26.3,38330.14,6.9,6.9,10.5,la nina
61,30.6,26.3,33840.72,8.3,8.3,5.5,la nina
55,30.3,26,40231.73,5.4,5.4,5.7,la nina
53,30.7,26.4,40230.46,2.4,2.4,9.7,la nina
63,30.3,26.1,31877.52,20.6,20.6,7.9,la nina
61,29.2,25.3,23576.42,3.4,3.4,12.5,la nina
53,28.5,25.3,19126.72,2,2,9,la nina
51,31.9,27,39854.58,0.4,0.4,10.5,la nina
61,31.4,26.3,32983.07,8.5,8.5,8.3,la nina
55,30,25.7,29242.27,5.5,5.5,6.4,la nina
61,30.6,26.3,39600,5.5,5.5,5.7,la nina
61,30.2,26.4,39768.35,6.9,6.9,6.6,la nina
53,30.7,26.4,35390.95,2.9,2.9,5.2,la nina
63,31,26.5,38511.79,9.3,9.3,5.6,la nina
63,28.6,25,14699.08,25.3,25.3,5.8,la nina
63,27.5,24.8,12496.32,19.8,19.8,6.1,la nina
61,30.6,25.9,34408.86,7,7,6.9,la nina
63,29.1,25.3,22345.77,20.4,20.4,6.2,la nina
55,30.6,26.1,31728.3,1.8,1.8,9.5,la nina
51,30.8,26.8,39600,0.4,0.4,10,la nina
61,30.8,26.5,39600,9.3,9.3,8.6,la nina
61,30,26.1,32538.26,5.5,5.5,8.8,la nina
61,30.2,25.6,27061.92,12.5,12.5,7.1,la nina
63,30.5,26,36918.57,16,16,8.7,la nina
63,30.8,26.1,33834.5,27.2,27.2,6.1,la nina
63,29.3,24.9,28476.35,20,20,10.3,la nina
53,28.7,25.3,15238.27,5.6,5.6,6.6,la nina
63,29.6,25.5,33897.78,22.6,22.6,10.6,la nina
63,29,25.5,30381.36,12.2,12.2,6.9,la nina
63,29.3,25.5,32923.76,18.3,18.3,6.4,la nina
51,30.5,26.5,38824.92,0.8,0.8,9.7,la nina
51,31.9,27.3,39192.22,0.2,0.2,12,la nina
63,31,26.7,34816.67,4,4,11.6,la nina
63,31.9,26.9,38907.86,6.3,6.3,8.2,la nina
51,31.2,27.1,36510.65,0.4,0.4,11.9,la nina
55,31,26.9,33846.01,2.9,2.9,11.5,la nina
2,31.8,27,37358.62,0,0,11.2,la nina
63,31.3,26.1,27841,13.2,13.2,12.5,la nina
61,31.1,26.3,35940.69,5.5,5.5,10.3,la nina
63,31.3,26.2,32746.31,7.5,7.5,7.2,la nina
63,31.7,26.5,39600,7.8,7.8,11,la nina
61,30.9,26.4,39600,3.9,3.9,10.5,la nina
55,30.4,26.5,37116.8,2.7,2.7,10.1,la nina
63,30.1,26,36000,15.1,15.1,6.9,la nina
55,29.4,25.8,22312.65,1.8,1.8,9.5,la nina
63,30.4,26.5,31108.78,7.1,7.1,8.7,la nina
63,27.7,25.1,19763.32,8.1,8.1,6.3,la nina
63,29.4,25.6,29151.95,10.4,10.4,7.9,la nina
55,30.3,26.1,37173.2,5.5,5.5,8.3,la nina
61,29,25.9,32522.6,11,11,6.2,la nina
63,28.5,25.4,23006.29,16.9,16.9,5.6,la nina
61,28.7,25.3,34588.91,10.3,10.3,3.5,la nina
63,30.5,26.3,39600,8.3,8.3,8.4,la nina
63,28.5,25.2,19415.3,15.2,15.2,7.4,la nina
63,29.9,25.6,36030.34,16,16,7.8,la nina
63,30.4,26.1,32277.27,13,13,8.4,la nina
63,29.2,25.5,32052.04,8.9,8.9,9.7,la nina
61,29.8,26,25954.46,3.3,3.3,6.3,la nina
61,30.9,26.5,39033.62,7.7,7.7,5.2,la nina
61,29.4,25.3,20317.27,11.6,11.6,7.2,la nina
63,28.1,25.7,34168.36,15.7,15.7,5.5,la nina
63,30,25.8,39126.97,16.4,16.4,6.9,la nina
63,26.7,24.8,3221.09,48.8,48.8,7.2,la nina
61,29.8,25.7,27616.97,8.7,8.7,7.4,la nina
63,31.4,26.6,39715.96,20.6,20.6,7.7,la nina
61,29.4,25.6,30968.08,11.2,11.2,5.5,la nina
63,29.3,25.8,38020.06,17,17,10.2,la nina
63,26.9,24.2,2898.62,25.1,25.1,11.7,la nina
51,30.1,26.3,35785.01,0.3,0.3,8.4,la nina
63,30.4,26.3,38831.06,6.7,6.7,7.9,la nina
51,30.4,26.7,32497.15,0.5,0.5,6.9,la nina
53,31.7,27.2,39957.98,2,2,6.5,la nina
61,31.5,26.9,39600,7.9,7.9,7,la nina
63,31.8,26.9,39325.75,5.9,5.9,9.1,la nina
51,30.7,27,32045.5,0.5,0.5,7.9,la nina
61,30.6,27.1,30892.83,5.3,5.3,6.5,la nina
61,31,26.9,37297.63,4.1,4.1,4.9,la nina
63,29.5,25.9,25061.84,7.5,7.5,7.3,la nina
61,27.3,25.4,14088.08,9.5,9.5,7.7,la nina
63,31.4,26.6,39880.52,14.8,14.8,8.4,la nina
63,29.2,25.7,33761.46,13.3,13.3,6.5,la nina
51,29.6,26.2,39801.02,2.5,2.5,6.5,la nina
61,30.9,26.6,40041.43,1.9,1.9,6.6,la nina
61,31,26.6,39881.74,4.7,4.7,7.1,la nina
55,30.8,26.5,39881.99,4.2,4.2,7.2,la nina
63,30.4,25.9,37429.22,17.6,17.6,7.7,la nina
53,29.2,25.6,32407.63,4.7,4.7,6.4,la nina
61,27.6,25.1,20597.96,13,13,5.1,la nina
55,29.5,25.5,29240.69,9.7,9.7,7.2,la nina
53,29.9,26.2,39726.68,1.3,1.3,7.7,la nina
55,28.9,26,39882.63,3.6,3.6,4.5,la nina
53,29.6,26,37334.12,2,2,7.2,la nina
61,29.5,25.6,31865.8,7.4,7.4,7.1,la nina
61,30.3,26.2,36053.92,8,8,5.8,la nina
61,30.4,26.6,32936.55,3.6,3.6,5.5,la nina
63,30.3,26.3,29727.13,11,11,5.4,la nina
63,28.5,25.3,26778.2,17,17,8.2,la nina
3,30,26.6,34785.74,0,0,10.1,la nina
63,28.9,25.8,30573.86,10.8,10.8,7.6,la nina
53,30.7,26.7,39600,2.6,2.6,5.3,la nina
61,29.6,26,33860.1,8.7,8.7,6.5,la nina
61,29.3,25.7,39600,4.1,4.1,6.3,la nina
61,29.9,26.2,39600,2.7,2.7,9.8,la nina
63,29.6,25.8,20530.23,10.6,10.6,5,la nina
53,29.6,26,29836.79,1,1,4.7,la nina
51,29.8,26.5,39600,0.7,0.7,9,la nina
3,29.4,26.1,39600,0,0,9,la nina
3,29.4,25.5,26808.34,0,0,6.2,la nina
3,30.6,26.3,39600,0,0,7.9,la nina
51,29.5,25.9,39607.14,0.1,0.1,7.2,la nina
51,30.1,26.4,39600,0.4,0.4,8,la nina
53,30.2,26.4,38286.23,1.2,1.2,6.5,la nina
55,29.3,25.7,36870.95,2.9,2.9,7.6,la nina
51,29.1,25.7,36000,0.1,0.1,8.9,la nina
3,29.5,26.1,36081,0,0,9,la nina
3,29.7,25.7,37322.19,0,0,9,la nina
3,30.4,26.1,39676.9,0,0,7.9,la nina
51,30.6,26.6,38706.71,0.1,0.1,8.6,la nina
51,30.8,27.2,38206.79,0.5,0.5,9.7,la nina
51,30.5,26.8,39600,0.3,0.3,9.7,la nina
2,31.4,26.5,39600,0,0,9.6,la nina
2,31.1,26.6,39623.73,0,0,10.4,la nina
51,31.8,27.2,39600,0.2,0.2,9.9,la nina
63,31.5,26.7,39600,10.3,10.3,7.1,la nina
63,29.8,25.5,37806.4,25.2,25.2,7.4,la nina
63,29.9,25.2,33499.53,9.9,9.9,5.4,la nina
55,28.3,25,37843.2,3.7,3.7,6.2,la nina
51,29.3,25.4,39600,0.3,0.3,9,la nina
3,29.1,25.4,39600,0,0,8.4,la nina
51,29.3,25.7,39600,0.9,0.9,8.3,la nina
51,29.3,25.7,37947.84,0.4,0.4,6.1,la nina
2,30.4,25.9,39600,0,0,9.6,la nina
1,30.6,25.8,39600,0,0,8.3,la nina
3,30.4,26,39600,0,0,10.6,la nina
2,31.1,26.8,39600,0,0,10.8,la nina
3,32.1,27.4,39600,0,0,9.8,la nina
51,32,28,39618.77,0.2,0.2,8.6,la nina
61,30.6,25.8,30150.53,10.7,10.7,8.8,la nina
61,30,25.8,35836.37,2,2,6.5,la nina
51,30.3,26.6,39600,1.5,1.5,4.9,la nina
61,29.9,25.6,31562.33,10.3,10.3,5.8,la nina
63,27.9,25.2,37801.37,11.1,11.1,9.2,la nina
63,29.7,25.1,33847.04,10.3,10.3,6.6,la nina
63,27.8,24.4,29860.49,14.6,14.6,6.3,la nina
51,29.9,25.8,32889.22,0.7,0.7,8.9,la nina
61,30.6,26.3,39600,4.6,4.6,7.6,la nina
63,30.1,25.6,28320.27,5.9,5.9,6.6,la nina
51,29,25.4,32825.44,1.3,1.3,7.5,la nina
53,30.4,26.1,35466.95,3.7,3.7,6.5,la nina
61,29.8,25.6,37999.09,8.6,8.6,8,la nina
3,30.3,26.1,39600,0,0,9,la nina
3,30.2,25.9,39669.63,0,0,10.1,la nina
2,30.3,25.6,39669.25,0,0,8.3,la nina
2,30.7,26.2,39600,0,0,10.8,la nina
2,31.2,26.6,39603.44,0,0,10.9,la nina
1,30.8,26.4,39603.04,0,0,12.4,la nina
2,30.9,26.6,39667.96,0,0,13.5,la nina
51,31.1,26.5,36582.51,0.2,0.2,8.4,la nina
3,31.5,27.2,36031.77,0,0,11.6,la nina
2,32.2,28,39600,0,0,9.7,la nina
51,31.9,27.7,39600,0.6,0.6,11.7,la nina
3,30.5,27.2,39600,0,0,10,la nina
53,30.5,26.8,39600,1.2,1.2,9.4,la nina
2,31.8,27.1,39600,0,0,8.3,la nina
3,32.1,27.2,36740.18,0,0,9,la nina
51,31.1,27.2,39600,1,1,9.6,la nina
51,31,26.6,36718.97,1.2,1.2,5.5,la nina
51,31.2,26.5,39600,0.6,0.6,5.8,la nina
51,30.3,26.4,31464.78,1.2,1.2,7.1,la nina
51,31.5,27,39600,0.4,0.4,6.3,la nina
51,30.9,26.8,30193.35,2.6,2.6,7.9,la nina
51,31.5,27.1,39600,0.7,0.7,8.1,la nina
51,33.5,28,39668.77,0.2,0.2,9.1,la nina
53,32.9,27.8,39600,1.7,1.7,8.3,la nina
63,27.8,25.1,36436.87,15.5,15.5,8.3,la nina
61,29.5,25.3,36752.41,3.4,3.4,7.1,la nina
2,31.4,26.7,39600,0,0,8.2,la nina
1,31.6,26.9,39622.8,0,0,10,la nina
51,31,26.9,39600,0.1,0.1,10.6,la nina
51,31.5,27.3,39600,0.1,0.1,9.4,la nina
51,31.6,27.4,39600,0.6,0.6,9.7,la nina
51,32.2,27.7,38063.16,0.1,0.1,13,la nina
3,31.6,27,38788.94,0,0,12.3,la nina
2,32.4,27.2,37619.18,0,0,13.6,la nina
3,32,27.5,37980.12,0,0,10,la nina
63,32.3,26.9,35845.12,11.5,11.5,8.7,la nina
53,32.8,27.1,39600,1.6,1.6,7.7,la nina
61,31.1,25.8,35782.18,16.9,16.9,7.2,la nina
55,29.1,25.3,18499.71,5.9,5.9,6.6,la nina
53,29.2,25.6,23599.6,2.1,2.1,8.9,la nina
61,31.8,27,39644.29,4.1,4.1,7.6,la nina
63,29.3,25.2,27476.19,29.8,29.8,8.2,la nina
55,26.7,24.3,5259.98,10,10,5.2,la nina
55,29,25.6,30897.66,3,3,8.1,la nina
1,30.7,26.6,39709.69,0,0,10.5,la nina
2,31.6,27,39626.74,0,0,9,la nina
61,30.9,26.2,34388.46,7.1,7.1,8.4,la nina
63,30.2,25.8,38409.18,6.9,6.9,8.4,la nina
61,30.9,25.4,26787.86,7.9,7.9,10.1,la nina
55,30.7,26.4,39609.77,3.1,3.1,12.3,la nina
63,31.4,26.1,39691.2,21.7,21.7,5.4,la nina
63,26.2,24.4,21816.18,31.4,31.4,6.9,la nina
53,30.9,26,33218.78,3.2,3.2,10,la nina
53,31.1,26.9,39600,1.3,1.3,8.5,la nina
61,30.1,25.3,25921.58,15.3,15.3,8.6,la nina
61,30.4,26,36229.96,5,5,5.4,la nina
61,30.3,25.9,31674.57,7.5,7.5,9.4,la nina
61,31.1,26,36792.36,5.6,5.6,8.7,la nina
61,31.8,27,39600,2.8,2.8,10.5,la nina
51,31,26.9,40035.95,0.3,0.3,10.4,la nina
51,30.7,26.6,39939.39,0.5,0.5,7.2,la nina
51,30.9,27.2,35996.64,0.1,0.1,7.6,la nina
51,31.3,27.3,39600,0.2,0.2,7.3,la nina
61,31.9,27.1,39835.19,4.2,4.2,7.9,la nina
53,32,27,39547.5,1.5,1.5,11.2,la nina
2,31.9,27,40130.52,0,0,12.4,la nina
2,31,26.6,39724.78,0,0,9.7,la nina
1,31.9,27,40231.56,0,0,9.8,la nina
51,32.7,28,40849.61,0.1,0.1,10,la nina
61,32.4,27.5,36839.31,8.3,8.3,9.2,la nina
61,31.5,26.6,36127.52,4,4,8,la nina
61,32.3,27.6,39552.47,4,4,7.9,la nina
53,31.7,27.2,36000,3.5,3.5,6.9,la nina
61,31.1,27,37492.8,6.1,6.1,5.4,la nina
61,28.1,24.9,8132.57,14.6,14.6,6.8,la nina
53,31.7,26.6,32400,6,6,7.5,la nina
63,30.8,26.4,36666.66,20.9,20.9,7.3,la nina
51,29.6,25.4,11738.89,2.6,2.6,7.7,la nina
51,31.7,26.9,39858.14,1.2,1.2,6.9,la nina
53,31.1,26.7,38147.51,3.5,3.5,7.4,la nina
63,28.5,25.8,21598.22,11.9,11.9,6.1,la nina
61,29.8,25.6,29639.16,16.8,16.8,5.2,la nina
61,31.2,26.4,39396.18,4.9,4.9,9.3,la nina
53,31.9,27.4,40688.06,1.5,1.5,9.1,la nina
61,31.7,27,40112.14,7.2,7.2,8.9,la nina
61,32.1,26.5,36389.29,12.6,12.6,7.4,la nina
63,31.1,26.1,38121.66,18.4,18.4,7.1,la nina
61,31.3,26.1,37343.49,11,11,8.4,la nina
61,30.1,25.5,39328.76,11.8,11.8,7.3,la nina
61,29.1,25.4,21147.94,5.1,5.1,6.6,la nina
63,30.1,25.8,28588.12,11.9,11.9,9.9,la nina
63,30,25.2,28848.95,14.8,14.8,7.2,la nina
53,31,26.2,35853.33,2.1,2.1,8.8,la nina
63,32.2,26.8,39761.53,28.7,28.7,6.1,la nina
63,30.3,25.5,20133.12,32.3,32.3,7.8,la nina
53,31.9,26.8,40966.92,3.4,3.4,13.4,la nina
61,31.5,26.2,36368.23,13.3,13.3,8,la nina
61,30.7,26,31399.41,7.2,7.2,5.9,la nina
61,31.6,26.6,38989.4,11.9,11.9,5.8,la nina
61,30.5,26.1,33406.45,15.1,15.1,6.2,la nina
61,30.3,25.9,30653.82,11.1,11.1,7.2,la nina
63,30.1,25.7,34477.34,10.6,10.6,6.9,la nina
61,30.2,25.8,30488.46,8.1,8.1,8.4,la nina
63,29.8,26,33010.23,15.2,15.2,9.8,la nina
53,27.4,24.8,19673.15,4.9,4.9,11.5,la nina
55,27.7,25.1,7298.81,5.8,5.8,6.9,la nina
61,29.6,25.4,23399.69,5,5,6.8,la nina
61,29.7,25.8,32830.77,7.8,7.8,5.1,la nina
61,30.2,26.2,28096.59,9.9,9.9,6.8,la nina
61,31.4,26.9,39599.57,5.6,5.6,9.2,la nina
61,30.7,25.9,35005.53,8.3,8.3,9.5,la nina
61,31.6,26.8,40069.41,8.9,8.9,7.4,la nina
65,24.2,23.7,0,89.9,89.9,8.5,la nina
3,30,26.2,38369.3,0,0,7.6,la nina
61,31,26.7,39113.99,6.1,6.1,8.7,la nina
61,30.4,25.9,35924.21,8.5,8.5,8.3,la nina
61,29.9,26.5,37261.5,8.6,8.6,4.6,la nina
63,30.9,26.4,37999.09,11.8,11.8,7.2,la nina
63,29.3,25.5,32724.18,14.4,14.4,6.2,la nina
63,31.3,26.3,37231.7,14.8,14.8,10.7,la nina
63,30,25.4,31318.33,8.2,8.2,10.5,la nina
65,30.4,25.7,34534.18,22.4,22.4,6.6,la nina
63,29.8,25.3,31764.13,6.9,6.9,5.5,la nina
61,30.4,26,34607.28,5.1,5.1,6.6,la nina
